Last name;First name;ID;photoURL;group;position;country;party;telephone_1;telephone_2;email_1;address_brussels;address_strassbourg;tw_link;fb_link;ig_link;web_link;yt_link;li_link;D-ZA;D-MD;SEDE;ENVI;BUDG;D-CA;DNAT;AFET;SANT;D-BR;D-UA;CULT;D-RS;FISC;HOUS;DAFR;DCAB;DPAL;QUE;DSEE;ECON;REGI;DEVE;DMAG;DAND;CPDE;DACP;DSAS;PETI;D-AL;BCPR;D-IR;DCAR;CPCO;D-US;JURI;DASE;AFCO;D-CN;DEEA;D-MK;BURO;IMCO;DMED;ID;D-BY;D-AF;TRAN;D-IL;D-RU;EUDS;D-ME;FEMM;CONT;DKOR;DLAT;LIBE;D-IN;DMER;D-UK;D-JP;DROI;DARP;D-MX;PE;PECH;AGRI;ITRE;D-IQ;DPAP;DANZ;DPAC;DMAS;DEPA;DCAM;DCAS;DSCA;EMPL;D-TR;D-CL;INTA;find_me_URL
DÎNCU;Vasile;33998;https://www.europarl.europa.eu/mepphoto/33998.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Romania;Partidul Social Democrat;0032 2 28 45461;0033 3 88 1 75461;vasile.dincu@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 13G165, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T05040, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/i/flow/login?redirect_after_login=%2FVasileDincu;https://www.facebook.com/vasilesebastiandincu/?locale=ro_RO;;;;;;;;;;;Member;Substitute;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;33998;;;;;;Vice-Chair;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/33998
DI RUPO;Elio;1294;https://www.europarl.europa.eu/mepphoto/1294.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Belgium;Parti Socialiste;0032 2 28 45453;0033 3 88 1 75453;elio.dirupo@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 13G115, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T06071, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;Member;;;;;Member;;Substitute;;;;;;;;;;;;;;Member;;;;;;;;;;;Substitute;;;;;;;;;Substitute;1294;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/1294
DISDIER;Mélanie;256874;https://www.europarl.europa.eu/mepphoto/256874.jpg;Patriots for Europe Group;Member;France;Rassemblement national;0032 2 28 45653;0033 3 88 1 75653;melanie.disdier@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 06M033, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G06001, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/melanie_disdier;https://www.facebook.com/people/M%C3%A9lanie-Disdier/100066812976689/;https://www.instagram.com/melaniedisdier/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;256874;;;;;;;;;;;;;Substitute;;;;;;;;;;Substitute;;;;;Member;;;;;Member;;;;https://www.europarl.europa.eu/meps/en/256874
DOBREV;Klára;197579;https://www.europarl.europa.eu/mepphoto/197579.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Hungary;Demokratikus Koalíció;0032 2 28 45121;0033 3 88 1 75121;klara.dobrev@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 12G246, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T05066, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;https://www.facebook.com/dobrevklara/;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;Member;;;;;;;197579;;;;;;;;;;;;;;;Vice-Chair;;;;;;;;;;;;;;;;;;Substitute;;;;https://www.europarl.europa.eu/meps/en/197579
DOHERTY;Regina;257237;https://www.europarl.europa.eu/mepphoto/257237.jpg;Group of the European People's Party (Christian Democrats);Member;Ireland;Fine Gael Party;0032 2 28 45286;0033 3 88 1 75286;regina.doherty@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 07F163, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T13061, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/ReginaDo;https://www.facebook.com/reginadoherty.ie;https://www.instagram.com/reginadohertyie/;;;;;;;;;;;;;;;;;Vice-Chair;Vice-Chair;;;;;;Substitute;;;;;;;Member;;;;;;;;;Substitute;;;;;;Member;;257237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;https://www.europarl.europa.eu/meps/en/257237
DOLESCHAL;Christian;197473;https://www.europarl.europa.eu/mepphoto/197473.jpg;Group of the European People's Party (Christian Democrats);Member;Germany;Christlich-Soziale Union in Bayern e.V.;0032 2 28 45288;0033 3 88 1 75288;christian.doleschal@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 14E140, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T11020, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/Doleschal;https://www.facebook.com/doleschalchristian/?locale=de_DE;https://www.instagram.com/herr_dole/?hl=de;;;https://www.linkedin.com/in/christian-doleschal/?original_referer=https%3A%2F%2Fwww%2Egoogle%2Ecom%2F&originalSubdomain=de;Substitute;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;Member;;;;;;;;Vice-Chair;;197473;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197473
DÖMÖTÖR;Csaba;260724;https://www.europarl.europa.eu/mepphoto/260724.jpg;Patriots for Europe Group;Member;Hungary;Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt;0032 2 28 45830;0033 3 88 1 75830;csaba.domotor@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 03M103, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T03020, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;Substitute;;;;;;;;;;;Substitute;;;;260724;;;;;;Substitute;;;;;;;;;;;;;;;Substitute;Member;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/260724
DO NASCIMENTO CABRAL;Paulo;257048;https://www.europarl.europa.eu/mepphoto/257048.jpg;Group of the European People's Party (Christian Democrats);Member;Portugal;Aliança Democrática;0032 2 28 45281;0033 3 88 1 75281;paulo.nascimentocabral@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 08E102, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T09143, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;https://www.instagram.com/nascimentocabralppe/;;;;Vice-Chair;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;Member;;;;;;;;;Member;257048;;;;;;;;Substitute;;;;;;;;;;;;;Member;Member;;;;;;Substitute;;;;;;;;;https://www.europarl.europa.eu/meps/en/257048
DONAZZAN;Elena;257095;https://www.europarl.europa.eu/mepphoto/257095.jpg;European Conservatives and Reformists Group;Member;Italy;FRATELLI D' ITALIA;0032 2 28 45190;0033 3 88 1 75190;elena.donazzan@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 02U018, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M05062, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;257095;;;;Substitute;;;;Substitute;;;;;;Member;;;;;;;;;Vice-Chair;;;;;;;;;;Member;;;;https://www.europarl.europa.eu/meps/en/257095
DORFMANN;Herbert;96787;https://www.europarl.europa.eu/mepphoto/96787.jpg;Group of the European People's Party (Christian Democrats);Member;Italy;Südtiroler Volkspartei;0032 2 28 45158;0033 3 88 1 75158;herbert.dorfmann@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 11E201, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T09087, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/HerbertDorfmann;https://www.facebook.com/herbert.dorfmann;https://www.instagram.com/herbertdorfmann/;http://www.herbert-dorfmann.eu;;;;;;;;;;;;;;;;Member;;;;;;;Substitute;;;;;;;;;;;;;;;;;;Member;;;;;;96787;;;;;;;;;;;Vice-Chair;;;Member;;;;;;;;Member;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/96787
DOSTALOVA;Klara;256853;https://www.europarl.europa.eu/mepphoto/256853.jpg;Patriots for Europe Group;Vice-Chair;Czechia;ANO 2011;0032 2 28 45718;0033 3 88 1 75718;klara.dostalova@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 04M099, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G06020, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;;;;;;;;Member;Member;;;;;;Member;;;;;Member;;;;;;;;Member;;;;;;;;Member;;256853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256853
DOSTÁL;Ondřej;256851;https://www.europarl.europa.eu/mepphoto/256851.jpg;Non-attached Members;Member;Czechia;Independent;0032 2 28 45591;0033 3 88 1 75591;ondrej.dostal@europarl.europa.eu;Parlement européen, Bât. STEFAN ZWEIG, 03K076, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G00024, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/dostalondrej?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor;https://www.facebook.com/Ondrej.Dostal.ZPS/?locale=cs_CZ;;;https://www.youtube.com/@Abybylojasno/podcasts;;;;;Member;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;256851;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256851
DROESE;Siegbert Frank;256949;https://www.europarl.europa.eu/mepphoto/256949.jpg;Europe of Sovereign Nations Group;Treasurer;Germany;Alternative für Deutschland;0032 2 28 45602;0033 3 881 75602;siegbert.droese@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 02M033, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. VACLAV HAVEL, V-1007, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;256949;;;Member;;;;;;;;;;;;;Member;;;;;Member;;;;;;;;;;;;;Substitute;;;https://www.europarl.europa.eu/meps/en/256949
DÜPONT;Lena;99945;https://www.europarl.europa.eu/mepphoto/99945.jpg;Group of the European People's Party (Christian Democrats);Member;Germany;Christlich Demokratische Union Deutschlands;0032 2 28 45319;0033 3 88 1 75319;lena.duepont@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 15E254, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T11040, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/lenaduepontmdep;https://www.facebook.com/lenaduepont.eu/;https://www.instagram.com/lenaduepont/?hl=de;https://www.lena-duepont.eu/;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99945;;;;;;Member;;;;;;Member;;;;;;;;;;Substitute;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/99945
DWORCZYK;Michał;257076;https://www.europarl.europa.eu/mepphoto/257076.jpg;European Conservatives and Reformists Group;Member;Poland;Prawo i Sprawiedliwość;0032 2 28 45505;0033 3 88 1 75505;michal.dworczyk@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 06U006, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M06072, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;Substitute;Member;;;;;Substitute;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;Member;;257076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vice-Chair;;;;;;;;https://www.europarl.europa.eu/meps/en/257076
ECKE;Matthias;237465;https://www.europarl.europa.eu/mepphoto/237465.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Germany;Sozialdemokratische Partei Deutschlands;0032 2 28 45134;0033 3 88 1 75134;matthias.ecke@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 12G146, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T07041, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/MattEcke;https://www.facebook.com/matthiasecke;https://www.instagram.com/matthias.ecke/;http://matthias-ecke.eu/;https://www.youtube.com/user/MatthiasEcke/;https://www.linkedin.com/in/matthias-ecke/;;;;;;;;;;;;;;Vice-Chair;;;;;;;Substitute;Substitute;;;;;;;;;;;;;;;;;;;;;;;237465;;;;;;;;;;Member;;;;;;;;;;;;;Member;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/237465
EHLER;Christian;28226;https://www.europarl.europa.eu/mepphoto/28226.jpg;Group of the European People's Party (Christian Democrats);Member;Germany;Christlich Demokratische Union Deutschlands;0032 2 28 45325;0033 3 88 1 75325;christian.ehler@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 15E202, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T11065, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/mep_ehler;https://www.facebook.com/ehler/;https://www.instagram.com/dr_christian_ehler/;https://ehler.eu/;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;28226;;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/28226
EHLERS;Marieke;192254;https://www.europarl.europa.eu/mepphoto/192254.jpg;Patriots for Europe Group;Member;Netherlands;Partij voor de Vrijheid;0032 2 28 45741;0033 3 88 1 75741;marieke.ehlers@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 07M121, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T03047, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;Member;;;Substitute;;;;;;;192254;;;;;;Substitute;;;;;;Member;;;;;;;;;;;;;Substitute;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/192254
EICKHOUT;Bas;96725;https://www.europarl.europa.eu/mepphoto/96725.jpg;Group of the Greens/European Free Alliance;Co-Chair;Netherlands;GroenLinks-PvdA;0032 2 28 45365;0033 3 88 1 75365;bas.eickhout@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 06F356, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T06087, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/BasEickhout;https://www.facebook.com/bas.eickhout;;https://groenlinks.nl/mensen/bas-eickhout;;;;;;Substitute;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;Member;;;;Substitute;;;;Substitute;;;;;;96725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/96725
ERIKSSON;Sofie;257088;https://www.europarl.europa.eu/mepphoto/257088.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Sweden;Arbetarepartiet- Socialdemokraterna;0032 2 28 45467;0033 3 88 1 75467;sofie.eriksson@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 12G257, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T05037, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;Member;;;;;257088;;;;;;;;;;;;;;;;Substitute;;;;;Substitute;;Member;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257088
ERIXON;Dick;257091;https://www.europarl.europa.eu/mepphoto/257091.jpg;European Conservatives and Reformists Group;Member;Sweden;Sverigedemokraterna;0032 2 28 45510;0033 3 88 1 75510;dick.erixon@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 01U021, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M03052, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/DickErixon;https://www.facebook.com/DickErixonEU;https://www.instagram.com/dickerixon/?hl=de;https://erixon.com/;;;;;;;Substitute;Member;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;257091;;;;;;;;;Member;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257091
EROGLU;Engin;197430;https://www.europarl.europa.eu/mepphoto/197430.jpg;Renew Europe Group;Member of the Bureau;Germany;Freie Wähler;0032 2 28 45475;0033 3 88 1 75475;engin.eroglu@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 09G262, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M02077, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/engineroglu_fw;https://www.facebook.com/EnginEroglu.FREIEWAEHLER/;https://www.instagram.com/engin_eroglu_/;;;;;;Substitute;;;;;Substitute;;;;;;;;;;;;;Member;;;;;Member;;;;;;;;;;;;;Chair;;;;;;197430;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;Substitute;;;https://www.europarl.europa.eu/meps/en/197430
ESTARÀS FERRAGUT;Rosa;96811;https://www.europarl.europa.eu/mepphoto/96811.jpg;Group of the European People's Party (Christian Democrats);Member;Spain;Partido Popular;0032 2 28 45163;0033 3 88 1 75163;rosa.estaras@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 10E202, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T10153, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/IBenEuropa;;https://www.instagram.com/rosaestaras/;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;Member;Substitute;Member;;;;Substitute;;;;;;;;Member;;;;;;;;96811;;;;;;;;Vice-Chair;;Substitute;Member;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;https://www.europarl.europa.eu/meps/en/96811
EVERDING;Sebastian;256961;https://www.europarl.europa.eu/mepphoto/256961.jpg;The Left group in the European Parliament - GUE/NGL;Member of the Bureau;Germany;Partei Mensch Umwelt Tierschutz;0032 2 28 45669;0033 3 88 1 75669;sebastian.everding@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 08H140, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G02050, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;https://www.facebook.com/europa2024;https://www.instagram.com/sebastian.everding?igsh=cTF3OGFvNHB2Zjdv;;;;;;;Substitute;;;;;Substitute;;;;;;;;;;;Member;;;;;;;;;;Vice-Chair;;;;;;;;;;;;;;;256961;;;;;;;;;;;;;;;;;;;;;Substitute;Member;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256961
EZCURRA ALMANSA;Alma;257035;https://www.europarl.europa.eu/mepphoto/257035.jpg;Group of the European People's Party (Christian Democrats);Member;Spain;Partido Popular;0032 2 28 45398;0033 3 88 1 75398;alma.ezcurra@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 10E130, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T10086, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://www.twitter.com/ALMA_EZCURRA/;;;;;;;;;;;;;;;;;Member;;;Member;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;257035;;;;;;;;Substitute;;;Substitute;Substitute;;Member;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257035
FALCĂ;Gheorghe;197649;https://www.europarl.europa.eu/mepphoto/197649.jpg;Group of the European People's Party (Christian Democrats);Member;Romania;Partidul Naţional Liberal;0032 2 28 45550;0033 3 88 1 75550;gheorghe.falca@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 11E113, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T13013, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/GheorgheFalca;https://www.facebook.com/falca.gheorghe.7;https://www.instagram.com/gheorghe_falca/;;;;;;;;;;;;;;;;Substitute;;;Member;;;;;;;;;;;Member;;Member;;;;;;;;;;;;;;Substitute;;197649;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;;https://www.europarl.europa.eu/meps/en/197649
FALCONE;Marco;257137;https://www.europarl.europa.eu/mepphoto/257137.jpg;Group of the European People's Party (Christian Democrats);Member;Italy;Forza Italia;0032 2 28 45405;0033 3 88 1 75405;marco.falcone@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 11E202, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T09050, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/marcofalconect?s=21&t=9BkYUyqgWm_Sc5Vzdf9d1w;https://www.facebook.com/avvmarcofalcone;https://www.instagram.com/marcofalconeofficial/;https://www.falconemarco.it/;;https://www.linkedin.com/in/marco-falcone-mep/;;;;;;;;;;;;;;;Member;;;;;;Member;;;Member;;;;;;;;;;;;;;;;;;;;;257137;;;;;;;;;;;;;Substitute;;;;;;;;Substitute;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257137
FARANTOURIS;Nikolas;256823;https://www.europarl.europa.eu/mepphoto/256823.jpg;The Left group in the European Parliament - GUE/NGL;Member;Greece;Coalition of the Radical Left;0032 2 28 45969;0033 3 88 1 75969;nikolaos.farantouris@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 08H354, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G01021, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/NFarantouris?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor;https://el-gr.facebook.com/NFarantouris;https://www.instagram.com/nikolas_farantouris_?igsh=OGdydjNneThlcjZ5&utm_source=qr;https://farantouris.eu/%ce%b2%ce%b9%ce%bf%ce%b3%cf%81%ce%b1%cf%86%ce%b9%ce%ba%cf%8c/;;;;;Substitute;Substitute;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;Member;;;;;;;256823;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256823
FARRENG;Laurence;197589;https://www.europarl.europa.eu/mepphoto/197589.jpg;Renew Europe Group;Member;France;Mouvement Démocrate;0032 2 28 45456;0033 3 88 1 75456;laurence.farreng@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 08G317, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M02007, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/laurencefarreng;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;197589;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;Substitute;;;;https://www.europarl.europa.eu/meps/en/197589
